customer_id,transaction_id,ship_to_address,ship_to_address_1,ship_to_city,ship_to_country,ship_to_customer_number,ship_to_email,ship_to_name,ship_to_phone,ship_to_state,ship_to_zip,first_time_customer,order_dollar_amount,num_items,age,web_order,total_transactions_to_date,hour_of_day
93088,83089,?,14550 North Australia Ln.,La Habra Heights,USA,812581,Lewis@mauris.net,Cole *Simon,644-319-3866,NV,3935,N,858.6,14,37,N,16,23
93089,83090,?,86451 West Ethiopia Ave.,West Palm Beach,USA,578937,Garrett@tempus.com,Eric *Valencia,205-509-3201,DC,76176,N,374.2,14,93.2,Y,20,17
93090,83091,?,77350 East Atlanta Blvd.,Lawndale,USA,23001,Violet@sed.us,Lamar *Wilkinson,546-373-7820,WA,96707,Y,748.1,17,24.7,N,71,21
93091,83092,?,84161  Aruba Ave.,Butler,USA,23003,Buffy@rhoncus.edu,Cyrus *Lawrence,081-016-6727,IN,80643,N,701.8,4,64,N,26,13
93092,83093,?,96609 East Palau Way,Moraga,USA,797266,Justine@Morbi.us,Evangeline *Tyson,667-821-0394,VT,34125,N,309.7,15,26.3,Y,43,19
93093,83094,?,93462  Daly City Ave.,Mentor,USA,685645,Destiny@venenatis.net,Kennan *Jacobs,148-729-6076,MS,10995,N,758.3,5,108.1,Y,45,12
93094,83095,?,18013 West Bayamon Blvd.,Corpus Christi,USA,92131,Raven@In.com,Lee *Fischer,098-683-5959,MT,88247,N,953,19,92,N,48,14
93095,83096,?,50140  Ithaca St.,Melrose,USA,820135,Vance@accumsan.com,Amity *Dennis,012-197-4919,PA,77249,N,835.3,4,27.3,Y,2,15
93096,83097,?,90834 South Brunei Darussalam St.,Burlington,USA,23135,Aiko@Nulla.net,Ashely *Blair,829-118-3112,AK,8744,N,523.1,4,76.5,N,13,14
93097,83098,?,75664 South United States Minor Outlying Islands Blvd.,Santa Fe,USA,23156,Naomi@arcu.gov,Eric *Tyson,744-725-2679,MO,28003,N,638,5,47.6,Y,47,18
93098,83099,?,30058  Mexico Ct.,Vermillion,USA,795061,Mechelle@tortor.com,Quin *Snow,659-117-8346,MS,85556,Y,433,7,53.1,Y,51,3
93099,83100,?,74235  Bolivia Way,Ogdensburg,USA,247099,Moana@amet.us,Acton *Sharpe,680-962-5275,ME,75526,N,583.1,15,65,Y,21,12
93100,83101,?,48794 East Guatemala Ave.,Minot,USA,191638,Glenna@facilisi.net,Melodie *Sampson,624-902-1090,NE,49377,N,752.9,13,55.7,Y,100,2
93101,83102,?,56620  Antigua and Barbuda Ave.,Woburn,USA,955258,Charity@amet.net,Elliott *Mathis,782-110-9990,ME,2713,N,304.2,7,45.5,Y,16,23
93102,83103,?,15865  East Rutherford Ln.,Belpre,USA,523821,Clark@justo.com,Anthony *Snider,280-949-6553,CA,45857,N,756.4,3,96.9,N,59,20
93103,83104,?,27218 East Barrow Ave.,Woodward,USA,494665,Dorothy@vel.us,Giacomo *Rich,379-942-0709,AK,54730,N,864,3,24.9,Y,68,7
93104,83105,?,36170 South Mozambique St.,Lincoln,USA,739457,Indira@vitae.net,Erica *Forbes,618-154-9224,UT,69405,N,423.7,16,14.1,N,93,23
93105,83106,?,59179 North Champaign Way,Evanston,USA,381973,Zephr@neque.us,Myra *Casey,660-611-4495,MS,58810,N,174,19,62.3,Y,27,10
93106,83107,?,95930  Comoros Ave.,Flagstaff,USA,669521,Cherokee@magna.org,Remedios *Branch,961-034-8131,MN,63011,N,402.2,16,91.4,N,41,9
93107,83108,?,44541 West Bangladesh Way,Plano,USA,761379,Kim@consectetuer.org,Beck *Reid,451-498-6835,MA,90787,Y,120.3,6,94.2,Y,64,7
93108,83109,?,6570 West Estonia St.,Jersey City,USA,189247,Brett@Mauris.com,Macaulay *Bird,853-981-5837,NJ,86940,N,923.8,10,109.3,Y,83,13
93109,83110,?,55435 South El Segundo Way,Citrus Heights,USA,245704,Maite@facilisis.org,Phelan *Orr,755-197-9881,MT,1294,N,897.4,18,41.5,Y,64,9
93110,83111,?,28986 West France Ave.,Fountain Valley,USA,203170,Maxwell@laoreet.org,Drake *Paul,588-713-1302,NJ,16364,Y,179.2,6,70.9,Y,17,21
93111,83112,?,12072 North Bahamas Ln.,Moline,USA,637865,Rafael@metus.org,Ginger *Sampson,322-886-4378,OR,11245,N,48.6,5,17.7,Y,48,18
93112,83113,?,94463 North Andorra Ln.,Cedar City,USA,554337,Orlando@in.net,Skyler *Rivera,145-801-1696,MD,71393,N,649.6,17,55.3,Y,89,4
93113,83114,?,63561 West Libyan Arab Jamahiriya St.,Rutland,USA,248322,Orli@feugiat.com,Rhiannon *Stein,325-026-9189,MT,82558,N,713.6,8,89.9,Y,78,9
93114,83115,?,69827  Sierra Leone Way,Glens Falls,USA,223363,Lara@id.com,Cheyenne *Aguilar,642-802-6947,SC,63065,N,894.9,6,48.1,N,40,3
93115,83116,?,30931  Gloucester Ave.,Temecula,USA,15409,Ezra@Etiam.org,Beatrice *Mejia,093-562-4965,PA,18908,Y,582.3,9,41.1,N,98,23
93116,83117,?,28600 North Portugal Ave.,Waco,USA,15427,Hiroko@Morbi.us,Kirsten *Acevedo,378-234-5378,WA,96355,Y,299.4,7,98,N,100,9
93117,83118,?,83858 East Gold Beach Way,Glendale,USA,588198,Fritz@nunc.net,Lunea *Duncan,240-309-9952,IN,55001,Y,57.4,3,84.5,Y,56,2
93118,83119,?,21766 South China Way,Agat,USA,15447,Lilah@justo.gov,Emery *Diaz,666-189-1341,TX,80674,Y,274.3,16,51.6,N,3,5
93119,83120,?,50919 East Agoura Hills Ave.,Mount Vernon,USA,15456,Scarlett@Quisque.org,Candace *Duffy,966-911-5634,GA,84942,Y,122.1,14,80,Y,62,18
93120,83121,?,33437 South Albania Blvd.,Trenton,USA,136954,Ira@hendrerit.com,Emily *May,192-816-6570,ID,56224,N,417.2,17,14.2,N,46,18
93121,83122,?,65399 South Biddeford St.,Bandon,USA,505457,Chiquita@at.gov,Barclay *Kelly,136-615-5331,WI,559,Y,416,19,102.6,Y,26,8
93122,83123,?,39157  Aruba Ct.,Henderson,USA,15500,Maisie@gravida.gov,Norman *Baker,180-546-6449,RI,61785,N,129,10,87.9,N,71,3
93123,83124,?,55195 East Berlin St.,Logan,USA,699522,Ebony@lobortis.net,Daquan *Vargas,261-604-3857,FL,35284,Y,17.8,6,12.7,Y,29,22
93124,83125,?,9034 West Algeria Ct.,Lodi,USA,852865,Zena@inceptos.us,Louis *Rivas,656-586-8303,AK,82371,N,187.1,3,36.7,N,93,17
93125,83126,?,53645 North New Zealand Blvd.,Pottsville,USA,225713,Sopoline@placerat.org,Fletcher *Christensen,509-815-5776,DE,2179,Y,435,1,78.3,Y,82,2
93126,83127,?,82339  Bradbury Ave.,McKeesport,USA,583909,Willow@orci.org,Wade *Blake,465-323-3912,WY,45161,N,776.2,7,28.4,Y,41,0
93127,83128,?,7656  Hopkinsville St.,Las Vegas,USA,709859,Evan@Morbi.edu,Octavius *Maddox,743-147-2156,NV,89102,Y,300.1,3,99.2,N,13,3
93128,83129,?,68116 West Benin Ct.,Washington,USA,715238,Lara@vestibulum.com,Maile *Melendez,550-649-9232,CO,81937,N,476.5,4,103.8,N,62,17
93129,83130,?,13885 North Greece Blvd.,West Warwick,USA,245287,Risa@sed.org,Nigel *Mckinney,689-069-7642,NE,78867,Y,274.9,9,83.2,N,39,6
93130,83131,?,92076 South Evanston Ln.,Oak Ridge,USA,8616,Brendan@semper.edu,Driscoll *Greer,584-809-4958,NJ,87689,Y,707.6,5,22.2,Y,22,3
93131,83132,?,5979 West Trinidad and Tobago Way,Blacksburg,USA,154105,Neil@In.com,Yuri *Gonzalez,262-149-9814,WI,46445,N,661.2,8,24.2,Y,70,23
93132,83133,?,41558 South Saint Lucia Way,Macon,USA,770776,Darrel@pellentesque.edu,Uriah *Chavez,660-094-0227,IA,69643,Y,130.9,10,34.4,N,75,14
93133,83134,?,2847 North Galveston Ave.,Valdez,USA,984470,Tasha@primis.edu,Jonah *Richards,476-917-8107,IA,68988,Y,218.1,13,32.3,Y,2,0
93134,83135,?,34384  Papua New Guinea Way,Allentown,USA,516165,Britanni@sagittis.org,Rosalyn *Rogers,310-457-3976,NE,40350,N,508.1,18,32.7,Y,40,22
93135,83136,?,34503  Fairmont Ln.,Riverton,USA,729503,Emerson@netus.edu,Charles *Weaver,185-758-4841,FL,33597,Y,687.3,7,65.9,N,33,9
93136,83137,?,45729 South Nicaragua Ln.,Las Vegas,USA,533543,Madonna@penatibus.edu,Ciaran *Summers,129-798-5915,NV,89109,N,517.1,13,27.3,N,27,7
93137,83138,?,5363 South Dubuque Blvd.,Ann Arbor,USA,8703,Chadwick@netus.net,Rajah *Dixon,775-966-8930,ND,22162,N,524.6,12,15.4,N,73,3
93138,83139,?,34295  Escondido Ln.,Williston,USA,478995,Kirestin@molestie.us,Yasir *Terrell,038-125-4735,WV,9813,Y,25,5,100.1,Y,80,1
93139,83140,?,55327  Garden Grove Ave.,Calabasas,USA,486279,Trevor@placerat.gov,Ora *Abbott,944-355-4537,CA,12469,Y,339,4,89.3,N,79,3
93140,83141,?,81794 West Comoros Way,Opelousas,USA,781798,Carissa@condimentum.gov,Ray *Joyce,203-610-3730,MA,92340,N,317.7,5,85.7,N,76,18
93141,83142,?,"49553 West Virgin Islands, U.S. Ave.",Irving,USA,8762,Kyra@sed.net,Dexter *Tran,532-713-3892,UT,65152,Y,538.7,18,52.4,Y,77,22
93142,83143,?,13054 North Colombia Ln.,Santa Fe,USA,392395,Charissa@pede.com,Jaquelyn *Byers,498-506-6238,CO,30497,Y,787.1,17,28.6,Y,31,4
93143,83144,?,29407 West Gabon Ave.,Methuen,USA,114308,Phoebe@dui.gov,Dana *Mcgee,370-339-1947,OR,20888,Y,683.7,16,64.8,N,17,19
93144,83145,?,57127 West Oman Blvd.,Goose Creek,USA,377614,Bert@dapibus.gov,Mia *Blackwell,459-196-0541,WI,50405,Y,574.8,1,67.8,Y,67,23
93145,83146,?,77011  Anguilla Ave.,Glendale,USA,862795,Ferris@lacus.us,Honorato *Mcconnell,928-338-6263,NJ,29365,Y,45.8,19,74.7,Y,11,20
93146,83147,?,23623  Norwich Ct.,Chandler,USA,624129,Armando@nibh.com,Ashton *Bennett,258-010-0315,DE,43320,Y,673.2,14,98.5,N,80,15
93147,83148,?,98677 West Nigeria Blvd.,Butler,USA,747197,Todd@aptent.com,Ross *Matthews,628-270-8735,NH,171,N,876.1,15,11.5,N,2,17
93148,83149,?,205 South Ukraine Way,Sandy Springs,USA,220810,Marshall@montes.net,Phillip *Pruitt,406-567-4284,NH,30525,Y,983.7,5,60.5,N,76,13
93149,83150,?,10728 East Fitchburg Ct.,New York,USA,245052,Gannon@Nullam.us,Kylie *Hess,967-436-4565,WA,81582,N,878.4,4,31.4,N,20,6
93150,83151,?,58604 North Bouvet Island Ave.,Dodge City,USA,390520,Francis@tempor.edu,Ivan *Osborn,055-996-4756,MS,63106,Y,831.4,3,103.6,N,10,10
93151,83152,?,20086 North Bahamas St.,New Britain,USA,180095,William@accumsan.net,Daryl *Benton,141-326-1270,PA,37935,N,390.6,11,65.5,N,71,8
93152,83153,?,"4277 North Palestinian Territory, Occupied Ave.",Lawndale,USA,341398,Aiko@at.com,Jade *Simpson,284-216-8957,WY,72215,Y,437.4,2,79.9,Y,81,7
93153,83154,?,46668 East Ecuador Ln.,Providence,USA,312377,Bruno@Etiam.net,Rylee *Henderson,000-384-5476,TX,98382,N,772.7,7,19.3,Y,2,4
93154,83155,?,87822 South Arcadia St.,Santa Clarita,USA,960755,Brennan@accumsan.net,Camden *James,194-175-9593,GA,23237,Y,847.9,2,13.1,Y,40,12
93155,83156,?,57738 South Livonia Way,New Albany,USA,743849,Abra@ultricies.edu,Alan *Hood,448-736-2142,OR,57745,N,502,7,73.9,N,10,23
93156,83157,?,3799 South Chico Blvd.,West Hollywood,USA,147949,Ezra@interdum.edu,Leo *Dillard,780-418-8366,DC,88794,Y,820.2,18,95.2,Y,54,1
93157,83158,?,69714 East Great Falls Ct.,Davenport,USA,656977,Hedley@hymenaeos.us,Stone *Ferguson,211-940-2792,NE,75776,Y,475.1,5,39.9,Y,29,19
93158,83159,?,34050 North Los Angeles Ln.,Coral Springs,USA,888885,Ivory@Mauris.org,Lacy *Mcclure,864-397-5333,TX,36322,Y,166,13,59.2,N,78,11
93159,83160,?,4609  Belarus Ave.,Sharon,USA,918833,Fritz@sodales.gov,Bertha *Potter,740-563-8964,OK,52047,N,17.3,12,12.7,Y,44,9
93160,83161,?,52637  Bulgaria Ln.,Midwest City,USA,376266,Alfreda@eros.net,Colette *Francis,395-230-3366,ND,48726,Y,51.5,19,79.5,N,85,21
93161,83162,?,13788 North Brazil Ave.,Knoxville,USA,345899,Brent@ultrices.edu,Jessamine *Jacobs,175-560-7135,RI,29467,N,98.5,13,79.8,N,2,16
93162,83163,?,52356 West Ukraine St.,Hidden Hills,USA,115142,Kirestin@nibh.gov,Ulla *Mullen,896-922-7522,MI,60319,N,754.9,14,48.9,Y,4,1
93163,83164,?,94474 North Timor-leste Ave.,Valencia,USA,746307,Tamara@sit.net,Olympia *Mckee,597-424-5060,MS,65848,N,257,5,30.5,N,45,4
93164,83165,?,6006  Aruba Ct.,San Bernardino,USA,257223,Lisandra@montes.edu,Emerson *Rodriquez,000-748-2216,CT,55694,N,380.2,18,83.2,N,22,14
93165,83166,?,67037  Congo Ave.,Pittston,USA,8986,Natalie@cursus.net,Sigourney *Todd,787-044-3264,WV,52683,Y,729,10,16.9,N,29,13
93166,83167,?,39320 West Bell Ln.,Stillwater,USA,147743,Francesca@porttitor.org,Erica *Shields,512-098-9809,MA,70598,N,29,19,101.6,N,81,10
93167,83168,?,3271 West Central African Republic Way,Rolling Hills Estates,USA,8999,Sade@Praesent.org,Colton *Johns,471-868-9547,ID,58883,Y,286.7,15,17.1,Y,77,20
93168,83169,?,27727  Cocos (Keeling) Islands Ct.,Santa Ana,USA,906239,Hilary@adipiscing.gov,Inez *Morales,940-207-5968,OH,90647,N,928.3,13,34.9,N,48,5
93169,83170,?,47034 West Daly City Blvd.,Egg Harbor,USA,901605,Todd@congue.net,Cara *Spencer,334-953-5679,HI,48271,N,282,7,50.9,N,19,11
93170,83171,?,31162 East Maywood Ct.,Bowie,USA,267941,Kato@aliquet.gov,Jerry *Dudley,471-084-9689,CT,80736,Y,16.4,5,10.8,Y,83,6
93171,83172,?,86351 West Cape May Way,Springfield,USA,356123,Jescie@dictum.edu,Jana *Barton,058-586-1310,IL,64336,Y,398.5,4,96.6,N,55,12
93172,83173,?,15560 North Coral Springs Ct.,Biddeford,USA,386812,Blake@primis.net,Holmes *Warren,493-116-9484,RI,55959,Y,484.9,17,65.4,N,69,1
93173,83174,?,33994 South Cedarburg Way,Palo Alto,USA,299165,Maggie@porta.edu,Stephanie *Guzman,254-843-0137,AL,64299,Y,609.1,19,60,N,16,15
93174,83175,?,14456  Boise St.,Youngstown,USA,343776,Ann@ullamcorper.com,Marny *House,747-017-6808,TX,80682,Y,778.2,18,32,N,54,11
93175,83176,?,24615 North Brazil Ave.,Ithaca,USA,750713,Curran@Cum.edu,Shelley *Fuentes,226-003-4209,MN,72416,N,842.2,7,46,Y,39,20
93176,83177,?,92660 East New Caledonia Blvd.,Fort Dodge,USA,293921,Hiroko@ad.net,Cedric *Willis,472-418-2649,SC,71733,Y,550.1,4,57.5,N,39,16
93177,83178,?,88412 South Bahrain Ct.,Richland,USA,459635,Anastasia@mauris.net,Sylvia *Holland,556-566-2279,CO,5366,Y,853.9,6,81.2,N,45,7
93178,83179,?,68223 East Mozambique Ave.,Seaford,USA,507768,Jessamine@et.edu,Yoshio *Acevedo,870-327-7576,MO,32730,N,77.1,13,94.3,N,92,17
93179,83180,?,28081 North Buffalo Blvd.,Gary,USA,588355,Keaton@Donec.com,Hedda *Soto,064-777-3693,UT,80315,Y,807.3,7,39.1,Y,40,23
93180,83181,?,52152 North Corvallis St.,Saint Louis,USA,442144,Summer@hendrerit.com,Garth *Abbott,886-345-1855,MI,79307,N,629.1,16,20.9,N,2,12
93181,83182,?,28351 South Nepal Ln.,Santa Clara,USA,354048,Emerald@dictum.net,Josiah *Evans,724-320-5966,CA,65529,Y,59.2,13,16.7,Y,94,3
93182,83183,?,69326 West Austria Way,Somersworth,USA,730723,Rhea@nulla.edu,Quynn *Guthrie,689-970-3664,TX,25030,N,296.8,7,37.8,Y,55,18
93183,83184,?,12072 North Liechtenstein St.,Glen Cove,USA,319909,Jermaine@netus.com,Preston *Hodges,108-935-1028,RI,30422,Y,653.7,11,14,Y,67,22
93184,83185,?,42964  Dominican Republic Ln.,Stockton,USA,206592,Miriam@nostra.net,Chase *Knight,903-391-7536,SC,34109,N,776.2,17,91.8,N,62,8
93185,83186,?,35932  Laguna Woods St.,Cape Coral,USA,160341,Uriel@magna.gov,Alexandra *Dominguez,938-750-4000,NE,53745,N,22.8,5,64.4,N,7,10
93186,83187,?,"82749 North Tanzania, United Republic of Way",Uniontown,USA,616248,Ashton@in.us,Piper *Marsh,852-201-5935,ME,69469,Y,610.5,12,76,Y,95,11
93187,83188,?,70448 East Lower Burrell Way,Sutter Creek,USA,958424,Maggie@morbi.com,Shoshana *Hensley,776-220-5250,WV,42388,N,393.8,11,67.6,N,86,4
93188,83189,?,9316 North Fiji Ln.,Alpharetta,USA,804960,Russell@eros.gov,Driscoll *Farrell,894-061-0671,OK,73794,N,388.5,4,57.7,Y,82,7
93189,83190,?,73691 North Lebanon Ct.,Shawnee,USA,138988,Whilemina@per.net,Rhea *Shaffer,401-701-4280,ID,3289,N,404.3,12,74.4,N,18,3
93190,83191,?,"77785  Virgin Islands, U.S. Ave.",San Antonio,USA,724606,Mannix@dictum.net,Vaughan *Wilder,279-669-1377,IL,5627,Y,400.2,16,82.7,Y,13,10
93191,83192,?,13563 North Sri Lanka Ln.,Indio,USA,745497,Lawrence@tellus.edu,Sara *Small,925-048-2314,WA,53540,N,423.6,8,73.4,Y,11,15
93192,83193,?,77639 West Cedar Falls Ct.,Berkeley,USA,898427,Troy@Lorem.edu,Nola *Carney,757-373-0978,WI,87817,N,249.8,19,106.9,Y,99,22
93193,83194,?,52173  Georgia Ln.,Billings,USA,792126,Hall@Curabitur.gov,Breanna *Hernandez,104-402-7076,NH,66765,Y,81.6,14,29.5,Y,99,10
93194,83195,?,64147 South Turkmenistan Ct.,Pasadena,USA,595415,Upton@interdum.edu,Vladimir *Lambert,774-216-0911,SD,82511,Y,925.3,6,104.4,N,44,20
93195,83196,?,90746  Malaysia St.,Hartland,USA,424540,Karleigh@primis.org,Signe *Cash,866-351-6302,UT,57624,Y,504.3,6,25,N,14,11
93196,83197,?,37162 South Chad Blvd.,Port Orford,USA,892871,Adrienne@varius.us,Seth *Burton,785-648-9252,TX,51837,N,825,6,103.3,Y,72,17
93197,83198,?,87373 South Orangeburg Ct.,Selma,USA,212126,Brittany@lacus.org,Sheila *Flynn,952-588-2372,AK,71796,Y,756.9,2,51.4,Y,34,11
93198,83199,?,91707  Saint Pierre and Miquelon Ave.,Bridgeport,USA,267438,Ramona@mollis.us,Alana *Vaughan,772-740-6194,WY,97950,N,241.8,1,97.5,N,64,9
93199,83200,?,14331 South Egypt Blvd.,Springdale,USA,542304,Erich@pellentesque.net,Flynn *Ratliff,487-119-2017,CT,41604,Y,993.5,6,104.8,Y,69,16
93200,83201,?,81093 South Algeria St.,Layton,USA,252823,Yolanda@pulvinar.net,Claudia *Frederick,468-451-3192,DE,28389,N,803.6,11,86.3,N,51,16
93201,83202,?,26623 North Bandera Blvd.,Fort Lauderdale,USA,143744,David@lorem.org,Dylan *Crosby,829-474-3697,IL,92154,Y,813.8,7,31.7,Y,26,5
93202,83203,?,24040 East Comoros Blvd.,San Bernardino,USA,795255,Christian@tortor.us,Hilary *Neal,837-521-0433,WV,54898,Y,371.3,2,90.4,Y,20,14
93203,83204,?,86186 North Somalia Ave.,Butler,USA,448861,Althea@ad.gov,Gage *Mejia,199-032-8167,RI,82719,N,327.1,6,77.5,N,12,13
93204,83205,?,59496 East Claremont Ct.,Sugar Land,USA,15797,Boris@mauris.org,Scott *Dickson,491-669-8137,AK,13700,Y,893.7,16,95.2,Y,72,5
93205,83206,?,32151 North Aruba St.,Pomona,USA,15830,Kuame@Phasellus.org,Felix *Stuart,594-016-3371,WI,29074,Y,423.1,14,87.5,Y,18,19
93206,83207,?,99061  Sao Tome and Principe Way,Fairmont,USA,253096,Cain@amet.com,Genevieve *Riley,563-807-7819,SC,70416,Y,719.6,17,70.8,N,93,7
93207,83208,?,48357 West Danbury St.,Commerce,USA,342482,Matthew@pellentesque.gov,Quinn *Stephens,284-201-1970,HI,2052,N,750.1,12,108.3,Y,32,16
93208,83209,?,81552 West Christmas Island Ln.,Lewiston,USA,128452,Camilla@eleifend.us,TaShya *Michael,054-590-9116,NY,62397,N,866.3,2,19.2,Y,78,8
93209,83210,?,48097 South Papua New Guinea Blvd.,Bessemer,USA,293098,George@neque.us,Henry *Woods,829-962-6941,MA,61802,N,899.7,18,42.8,N,46,20
93210,83211,?,87416 North Australia St.,Valdez,USA,192979,Otto@libero.com,Pearl *Hayes,562-650-1156,WI,83508,N,746,20,98,N,73,12
93211,83212,?,71486 North Gainesville Way,Fayetteville,USA,605155,Savannah@dui.us,Orlando *Stark,362-878-0645,CT,5009,Y,298.8,2,106.3,Y,83,17
93212,83213,?,89437 West Venezuela Way,Carson,USA,193931,Berk@Sed.net,James *Cote,449-132-1557,CT,17634,N,848.7,15,71.7,Y,62,1
93213,83214,?,4496 East Florence St.,Stanton,USA,585120,Thomas@rhoncus.edu,Arsenio *Thornton,447-092-9577,CA,18064,N,308.9,12,34.3,Y,18,8
93214,83215,?,92141 West Mayotte St.,Suffolk,USA,880469,Isabella@justo.edu,Lani *Byers,382-966-2055,MA,27577,Y,882.1,9,39.7,N,73,10
93215,83216,?,3283 South Brazil Ave.,Fairmont,USA,802984,Xanthus@ante.gov,Zenaida *Mcgowan,294-481-0947,DC,4853,Y,31.7,9,93.2,N,24,3
93216,83217,?,20807 West Denmark St.,Branson,USA,121600,Lani@parturient.net,Brianna *Smith,194-260-1376,WV,36344,Y,869,20,90.6,N,39,0
93217,83218,?,59435 East Malaysia Ln.,Agat,USA,901992,Miriam@tempus.us,Ora *Cooley,906-163-1702,IL,83871,N,322.6,12,42.2,N,9,12
93218,83219,?,92309 South Bolivia Way,Coatesville,USA,698026,Roanna@posuere.com,Orson *Holloway,333-907-5133,SC,30336,Y,700.8,11,34.7,N,60,14
93219,83220,?,60403 East Bahrain Ct.,Huntington Park,USA,88185,Aphrodite@netus.gov,Marsden *Johnson,926-846-7521,UT,39014,N,510.9,15,97,N,81,10
93220,83221,?,29086  Charleston Ln.,Fairfax,USA,432660,Wynter@sem.com,Peter *Watson,446-071-1156,GA,1189,N,649.5,18,62.4,Y,40,9
93221,83222,?,31546  Evanston Ave.,Atwater,USA,842575,Drake@facilisis.com,Eleanor *Rice,417-025-3758,AK,48061,N,326.4,11,46.3,Y,95,23
93222,83223,?,21568 South Costa Rica Ave.,West Hartford,USA,23186,Trevor@nisi.us,Indigo *Riley,555-786-1778,NE,99581,N,335.1,11,80,Y,10,14
93223,83224,?,33314 West Anguilla Blvd.,Greensburg,USA,498041,Mariam@nunc.net,Gannon *Glenn,407-500-5663,AK,90253,Y,534.1,5,69.6,Y,38,8
93224,83225,?,72974 East Czech Republic Blvd.,Minnetonka,USA,23196,Kenyon@aptent.org,Christine *Mclaughlin,029-454-2734,MI,8889,Y,651.2,8,72.3,N,32,0
93225,83226,?,53367 North Champaign Blvd.,Fond du Lac,USA,90012,Breanna@felis.us,Madonna *Knowles,731-212-4537,MD,93097,N,775.2,19,107,N,97,8
93226,83227,?,32470 North Nicaragua Blvd.,Lockport,USA,392620,Nora@facilisis.us,Mariam *Richards,042-622-2296,GA,55146,Y,147.1,7,42.6,N,93,18
93227,83228,?,47667 North Botswana St.,Sunbury,USA,613589,Rowan@faucibus.gov,April *Carter,954-174-7033,TN,47684,Y,115.4,10,31.2,Y,52,12
93228,83229,?,50120 East Mauritius Ave.,Thousand Oaks,USA,568350,Adara@turpis.us,Lance *Dale,353-662-1906,CT,11611,Y,367.2,13,78.8,Y,66,23
93229,83230,?,2381  Comoros Ln.,Hollywood,USA,475898,Derek@Integer.us,Mary *Watts,647-381-6623,OK,14606,Y,800.2,6,71.2,Y,63,22
93230,83231,?,99374  Portugal Ct.,Whittier,USA,534748,Wang@ridiculus.net,Ariel *Skinner,002-259-9003,NY,60342,Y,647.2,12,97.3,N,79,2
93231,83232,?,99602 South New Caledonia St.,Oswego,USA,23461,Seth@ornare.gov,Nola *Ramsey,864-670-2379,UT,83207,N,717.2,9,38.1,Y,85,6
93232,83233,?,84626 South Effingham Ct.,Youngstown,USA,130429,Allistair@cubilia.edu,Risa *Cline,056-916-5185,DC,89233,Y,867.2,14,13.3,N,40,22
93233,83234,?,30950 East Austria Ave.,Oshkosh,USA,735935,Sybil@metus.edu,Chester *Cobb,562-440-6828,MD,44881,Y,65.4,9,103.1,Y,66,13
93234,83235,?,48664 West Joplin Way,Northampton,USA,226415,Troy@adipiscing.com,Francis *Cruz,895-191-8896,NJ,48751,Y,662.5,15,88.5,N,72,19
93235,83236,?,77901 West Canada Ave.,Santa Cruz,USA,94724,Hayden@ullamcorper.edu,Priscilla *Morton,302-791-9466,DE,91709,Y,731.6,7,76.7,Y,77,20
93236,83237,?,57177 East Cedarburg Blvd.,Weirton,USA,863162,Chanda@sociosqu.net,Liberty *Rogers,957-631-2455,ID,45045,Y,590.9,7,105.1,N,2,7
93237,83238,?,31959  Christmas Island Ln.,Minot,USA,23541,Coby@Sed.edu,Clare *Sanford,422-221-6468,TX,7657,N,873.6,7,40.6,Y,31,21
93238,83239,?,44904 West New Zealand Way,Slidell,USA,561311,Maris@placerat.edu,Hedwig *Nixon,362-916-9507,NC,74948,Y,756.6,14,17.5,N,66,13
93239,83240,?,44520 North Czech Republic Ln.,Reading,USA,444635,Audrey@Suspendisse.us,Larissa *Tyler,338-504-2787,CO,26098,N,211.3,2,81.3,N,27,11
93240,83241,?,96358 East Iceland Ct.,Parker,USA,422764,Caleb@scelerisque.us,Gisela *Haynes,392-912-4541,NJ,40534,N,392.3,6,30.6,N,64,7
93241,83242,?,28247 North China Way,Stafford,USA,196299,Herman@Duis.edu,September *Tyler,956-877-1172,AK,90049,N,523.3,1,75.6,Y,86,22
93242,83243,?,14494 West Cocos (Keeling) Islands Blvd.,Gainesville,USA,590677,Clinton@risus.gov,Jakeem *Klein,650-494-6353,NE,70459,Y,897.4,10,54.8,Y,29,10
93243,83244,?,550 South Timor-leste Ave.,Yakima,USA,886721,Hadley@adipiscing.gov,Melissa *Holmes,635-619-1228,GA,71065,N,852,17,78.2,N,12,8
93244,83245,?,93081 South Ethiopia Blvd.,Catskill,USA,86594,Castor@torquent.gov,Acton *Johns,440-204-1078,UT,30182,Y,833.6,9,88.6,N,51,8
93245,83246,?,92033 North Montserrat Ave.,Topeka,USA,85498,Gray@dapibus.gov,Erich *Ross,744-404-0944,VA,16306,Y,914.8,14,60.7,N,40,16
93246,83247,?,44262 North Gaithersburg Ln.,Waco,USA,708617,Yvonne@Praesent.edu,Dante *Spencer,495-484-2964,ND,29149,N,377.2,4,77.3,N,10,21
93247,83248,?,40746 West Anguilla St.,Brookfield,USA,23804,Carolyn@magna.org,Zenaida *Mcgowan,145-649-5996,OR,97943,N,223,13,53.6,N,21,0
93248,83249,?,15380  United Arab Emirates Way,Redding,USA,23812,Morgan@mi.com,Malcolm *Mcmahon,493-975-6038,IA,9679,Y,729.1,7,99.6,Y,68,17
